id = 163
editor = MH

collaboration = CLAS
process = ep2epgamma
exptype = fixed target
year = 2018
reference = arxiv.org/pdf/1810.02110

### Scattering Process

frame = Trento

in1energy = 5.88
in1particle = em
in1energyunit = GeV
in1polarizationvector = L
in1polarization = 1

in2particle = p

out1particle = em
out2particle = p
out3particle = gamma


### Observable
# XLU


y1name = XLU
y1namelong = Beam Helicity dependent Cross Section
y1unit = nb/GeV^4
y1value = column5
y1errorstatistic = column6
y1errorsystematic = column7


### x-axes

x1name = xB
x1unit = 1
x1value = column1

x2name = Q2
x2unit = GeV^2
x2value = column2

x3name = tm
x3unit = GeV^2
x3value = column3

x4name = phi 
x4unit = deg
x4value = column4

### Data
#
# CLAS 2018 XLU
#
#  xB      Q2    -t  phi     XLU             stat            syst
######################################################################
0.186  1.661  1.376  21.9   -0.000667963     0.00141086      0.000469626
0.186  1.664  1.379  36.8   -0.000269891     0.00114102      0.000127628
0.186  1.667  1.381  51.8   -0.000411555     0.000623417     0.000419888
0.185  1.669  1.382  66.9   0.000490991      0.00062111      0.000355731
0.185  1.67   1.382  82     -0.00123265      0.00120689      0.000635032
0.186  1.672  1.381  97.1   -0.00222017      0.00207         0.000767539
0.185  1.672  1.381  112.1  -0.0032127       0.00661964      0.000187331
0.186  1.674  1.381  157.4  0.00258347       0.00521767      0.000224435
0.186  1.675  1.381  172.5  -0.00128081      0.0011604       0.00127742
0.185  1.672  1.381  247.9  -0.00143908      0.00133481      0.000373645
0.185  1.67   1.382  278    -0.000340991     0.000687387     0.000583359
0.185  1.669  1.382  293.1  0.000775998      0.000724501     0.000512544
0.186  1.664  1.379  323.2  -0.000508205     0.00105779      0.000357886
0.186  1.661  1.376  338.1  0.00178104       0.00117231      0.000603613
0.186  1.659  1.372  352.7  0.00164913       0.00127967      0.00711867
0.213  1.681  0.11   7.4    0.0332173        0.0656786       0.0271882
0.213  1.681  0.11   22.3   0.104125         0.0655384       0.0250928
0.214  1.682  0.11   37.2   0.319114         0.0570919       0.0225781
0.214  1.682  0.109  52.2   0.331297         0.0506777       0.0282951
0.214  1.683  0.109  67.2   0.247435         0.0534097       0.0409395
0.214  1.684  0.109  82.2   0.236833         0.0512587       0.0254224
0.214  1.684  0.109  97.2   0.100985         0.0419726       0.0225547
0.214  1.685  0.109  112.2  0.0834026        0.0296117       0.0214936
0.214  1.685  0.109  127.3  0.126921         0.0376391       0.0369815
0.214  1.686  0.108  142.3  0.0302031        0.0265527       0.0251321
0.214  1.686  0.108  157.4  0.0398267        0.0248508       0.00773579
0.214  1.686  0.108  172.5  0.0409562        0.0273568       0.0189962
0.214  1.686  0.108  187.5  -0.0432196       0.0274114       0.0867889
0.214  1.686  0.108  202.6  -0.0937431       0.0341758       0.0130715
0.214  1.686  0.108  217.7  -0.0307649       0.0254919       0.0174064
0.214  1.685  0.109  247.8  -0.188466        0.042348        0.0341528
0.214  1.684  0.109  262.8  -0.106717        0.0342029       0.00921398
0.214  1.684  0.109  277.8  -0.117272        0.0460893       0.0228084
0.214  1.683  0.109  292.8  -0.183164        0.0521599       0.0458744
0.214  1.682  0.109  307.8  -0.125653        0.0495118       0.049714
0.214  1.682  0.11   322.8  -0.133949        0.0519331       0.0177469
0.213  1.681  0.11   337.7  -0.183651        0.0581937       0.0150151
0.213  1.681  0.11   352.6  0.0204983        0.0689667       0.0199491
0.214  1.68   0.154  7.4    -0.0146002       0.0677032       0.0169033
0.214  1.682  0.155  22.2   0.259157         0.0433313       0.0214149
0.214  1.683  0.154  37.1   0.26643          0.0314646       0.0208497
0.214  1.683  0.154  52     0.161375         0.0298078       0.0183873
0.214  1.684  0.153  67.1   0.172775         0.0378539       0.0383534
0.214  1.685  0.153  82.1   0.0895107        0.0304071       0.0253976
0.214  1.685  0.153  97.2   0.103081         0.0218436       0.00626678
0.214  1.686  0.153  112.2  0.0492906        0.0203562       0.00808573
0.214  1.686  0.153  127.3  0.0498681        0.016068        0.0152986
0.214  1.686  0.153  142.3  0.0583077        0.0224251       0.0138112
0.214  1.687  0.153  157.4  -0.0049234       0.0158529       0.00519866
0.214  1.687  0.153  172.5  0.0222705        0.0176786       0.00917998
0.214  1.687  0.153  187.5  -0.0658245       0.0182612       0.0118204
0.214  1.687  0.153  202.6  -0.00516176      0.010847        0.00636937
0.214  1.686  0.153  217.7  -0.0527523       0.0160315       0.00473946
0.214  1.686  0.153  232.7  -0.0299381       0.0174778       0.0136357
0.214  1.686  0.153  247.8  -0.122963        0.0275041       0.0195869
0.214  1.685  0.153  262.8  -0.0716397       0.0205783       0.0140775
0.214  1.685  0.153  277.9  -0.0870942       0.0218422       0.0123108
0.214  1.684  0.153  292.9  -0.19181         0.0428925       0.0182652
0.214  1.683  0.154  308    -0.192207        0.0348511       0.0284265
0.214  1.683  0.154  322.9  -0.0657583       0.0341218       0.0443054
0.214  1.682  0.155  337.8  -0.184507        0.0385416       0.0279493
0.214  1.68   0.154  352.6  -0.0889894       0.0624527       0.0389942
0.214  1.679  0.204  22.4   0.244522         0.0605152       0.0268728
0.214  1.683  0.204  36.9   0.149533         0.0284077       0.0104494
0.214  1.684  0.204  51.9   0.0763245        0.0231741       0.0114908
0.214  1.684  0.203  67     0.0875196        0.0240995       0.00973509
0.214  1.685  0.203  82.1   0.0941279        0.0236857       0.00781692
0.214  1.685  0.203  97.1   0.0666361        0.0184222       0.00501635
0.214  1.686  0.203  112.2  0.0624157        0.0146563       0.0050958
0.214  1.686  0.203  127.2  0.0420501        0.0173919       0.00627499
0.214  1.687  0.203  142.3  -0.0088296       0.0229175       0.00333359
0.214  1.687  0.203  157.4  0.0135364        0.00848186      0.00307828
0.214  1.687  0.203  172.5  0.00874294       0.0102677       0.00362498
0.214  1.687  0.203  187.5  -0.0254092       0.0139084       0.0128154
0.214  1.687  0.203  202.6  0.0398531        0.0168245       0.00921787
0.214  1.687  0.203  217.7  -0.0316979       0.0120436       0.00496226
0.214  1.686  0.203  232.8  -0.0365513       0.0201548       0.00975765
0.214  1.686  0.203  247.8  -0.082195        0.0168172       0.0079166
0.214  1.685  0.203  262.9  -0.0368541       0.015027        0.00781729
0.214  1.685  0.203  277.9  -0.0839651       0.0148518       0.00822106
0.214  1.684  0.203  293    -0.111825        0.0266209       0.0113795
0.214  1.684  0.204  308.1  -0.148041        0.0297112       0.0112011
0.214  1.683  0.204  323.1  -0.101782        0.0305539       0.0123763
0.214  1.679  0.204  337.6  -0.249702        0.0485971       0.0318689
0.214  1.683  0.263  36.8   0.173205         0.0268784       0.0178807
0.214  1.684  0.263  51.8   0.142534         0.0170729       0.00946441
0.214  1.684  0.262  66.9   0.0965663        0.0173129       0.0103883
0.214  1.685  0.262  82     0.0592372        0.015017        0.0093598
0.214  1.686  0.262  97.1   0.0695461        0.0108329       0.00629176
0.214  1.686  0.262  112.2  0.0461609        0.0117988       0.00632376
0.214  1.687  0.262  127.2  0.030218         0.0137669       0.00416827
0.214  1.687  0.262  142.3  0.0447943        0.0164705       0.009443
0.214  1.687  0.262  157.4  -0.0148786       0.00954266      0.00579397
0.214  1.687  0.262  172.5  -0.00571294      0.00826715      0.00482893
0.214  1.687  0.262  187.5  0.0196855        0.00998629      0.0040648
0.214  1.687  0.262  202.6  -0.00236852      0.0105547       0.00110302
0.214  1.687  0.262  217.7  -0.0153804       0.00872027      0.00391414
0.214  1.687  0.262  232.8  -0.03221         0.0127398       0.00303482
0.214  1.686  0.262  247.8  -0.0496095       0.0103976       0.00770269
0.214  1.686  0.262  262.9  -0.0544675       0.010345        0.0049866
0.214  1.685  0.262  278    -0.0689711       0.0128283       0.0132723
0.214  1.684  0.262  293.1  -0.06002         0.0183668       0.01013
0.214  1.684  0.263  308.2  -0.125886        0.0255217       0.00901133
0.214  1.683  0.263  323.2  -0.140992        0.0261181       0.0111094
0.214  1.683  0.342  36.6   0.133513         0.0181392       0.0122417
0.214  1.684  0.341  51.8   0.0713711        0.0109264       0.00810921
0.214  1.684  0.341  66.9   0.0562598        0.0124331       0.00608113
0.214  1.685  0.341  82     0.0372532        0.0136294       0.00504392
0.214  1.686  0.341  97.1   0.0288233        0.00722566      0.00371705
0.214  1.686  0.34   112.2  0.0264213        0.00630259      0.00344135
0.214  1.687  0.34   127.2  0.0215403        0.0100847       0.00601493
0.214  1.687  0.34   142.3  0.0170033        0.0119764       0.00715831
0.215  1.687  0.34   157.4  0.0591282        0.0207325       0.0128299
0.215  1.687  0.34   172.5  0.0201073        0.0149562       0.00852728
0.215  1.687  0.34   187.5  -0.0118182       0.0102224       0.00500378
0.215  1.687  0.34   202.6  0.00912918       0.0131507       0.00701913
0.214  1.687  0.34   232.8  -0.0273408       0.0107272       0.00361639
0.214  1.686  0.34   247.8  -0.0478549       0.0105233       0.00504025
0.214  1.686  0.341  262.9  -0.0187302       0.00751291      0.00351763
0.214  1.685  0.341  278    -0.0401239       0.00962642      0.00267237
0.214  1.684  0.341  293.1  -0.0499745       0.0130054       0.00422102
0.214  1.684  0.341  308.2  -0.0695828       0.0152606       0.0168017
0.214  1.683  0.342  323.4  -0.119931        0.0207521       0.0614371
0.214  1.682  0.449  36.5   0.0737692        0.0111153       0.00579059
0.214  1.683  0.448  51.7   0.0542787        0.00908647      0.00430074
0.214  1.684  0.448  66.8   0.0152878        0.00778805      0.00299769
0.215  1.685  0.447  81.9   0.0167642        0.00872886      0.0011328
0.215  1.686  0.447  97     0.0099538        0.00538142      0.00209238
0.215  1.686  0.447  112.1  0.0130268        0.00720311      0.00234641
0.215  1.687  0.447  127.2  -0.00971582      0.00994679      0.016514
0.215  1.687  0.447  142.3  -0.0936404       0.0540799       0.00546012
0.215  1.687  0.447  217.7  -0.0143402       0.00973419      0.00215262
0.215  1.687  0.447  232.8  0.00605316       0.0126452       0.00316348
0.215  1.686  0.447  247.9  -0.0088176       0.00882031      0.0124
0.215  1.686  0.447  263    -0.0201185       0.00600471      0.0022806
0.215  1.685  0.447  278.1  -0.0371225       0.0059909       0.00333135
0.214  1.684  0.448  293.2  -0.0180809       0.00885065      0.00410043
0.214  1.683  0.448  308.3  -0.0521529       0.0119416       0.00343486
0.214  1.682  0.449  323.5  -0.0758328       0.0127675       0.213435
0.215  1.682  0.606  36.3   0.0264734        0.00652449      0.00299543
0.215  1.683  0.606  51.6   0.027078         0.00441078      0.00194509
0.215  1.684  0.605  66.8   0.0163404        0.00412383      0.00359404
0.215  1.685  0.605  81.9   0.0133478        0.00620301      0.00505405
0.215  1.686  0.605  97     0.00664327       0.00503197      0.00467234
0.215  1.687  0.604  112.1  0.00134469       0.0033861       0.00408285
0.215  1.687  0.604  127.2  0.0235798        0.0128453       0.00137493
0.215  1.687  0.604  247.9  -0.00155407      0.00458655      0.000568102
0.215  1.686  0.605  263    -0.00396476      0.00427701      0.00101204
0.215  1.685  0.605  278.1  -0.0091722       0.00303446      0.00156872
0.215  1.684  0.605  293.2  -0.00930449      0.00446698      0.00153399
0.215  1.683  0.606  308.4  -0.0211687       0.00591862      0.00251093
0.215  1.682  0.606  323.7  -0.0202866       0.00824076      0.0249651
0.215  1.673  0.895  22.9   0.0352821        0.00970496      0.00222452
0.215  1.681  0.866  36.4   0.00723475       0.00323925      0.00103946
0.215  1.683  0.868  51.6   0.00149854       0.00216988      0.000795192
0.215  1.684  0.868  66.8   0.00143316       0.00261915      0.000586016
0.215  1.685  0.867  81.9   0.00198124       0.00358075      0.00119044
0.215  1.686  0.867  97     -0.00296382      0.0036095       0.0336616
0.215  1.688  0.866  172.4  -0.0134249       0.0232359       0.000873627
0.215  1.686  0.867  263    -0.00939555      0.0033902       0.00178855
0.215  1.685  0.867  278.1  0.00213062       0.00163401      0.000503791
0.215  1.684  0.868  293.2  0.00374499       0.0021282       0.000821645
0.215  1.683  0.868  308.4  -0.011275        0.00261524      0.0019454
0.215  1.681  0.866  323.6  -0.00711972      0.00311772      0.00209988
0.215  1.673  0.895  337.1  -0.0177873       0.00558579      0.088184
0.216  1.673  1.364  7      0.00330547       0.00200954      0.000682976
0.215  1.676  1.376  21.6   0.00214558       0.00194247      0.000675922
0.215  1.68   1.383  36.5   -0.00066598      0.00108305      0.000401004
0.215  1.682  1.385  51.6   -0.000623054     0.00108233      0.000654649
0.215  1.684  1.385  66.7   0.000133671      0.000565403     0.000363864
0.214  1.685  1.384  81.9   0.00194713       0.0017006       0.00185018
0.216  1.689  1.384  142.4  -0.00609676      0.0066297       0.000503518
0.214  1.687  1.383  157.4  -0.000498143     0.00187447      0.00123897
0.215  1.689  1.386  187.3  -0.000935095     0.00131527      0.00110286
0.214  1.687  1.383  202.6  -0.00199115      0.00393309      0.00200578
0.215  1.687  1.384  232.9  -0.0122076       0.0114244       0.00178615
0.214  1.685  1.384  278.1  0.00941662       0.00588381      0.000710645
0.215  1.684  1.385  293.3  0.000179669      0.000671762     0.000439541
0.215  1.682  1.385  308.4  -0.00405829      0.0017007       0.00128867
0.215  1.68   1.383  323.5  -0.00201006      0.00159026      0.000714093
0.215  1.676  1.376  338.4  -0.00246433      0.00125407      0.000226376
0.216  1.673  1.364  353    -0.00852747      0.00186306      0.0581899
0.216  1.904  0.108  22.7   0.0993497        0.130501        0.0170813
0.215  1.925  0.109  37.5   0.329379         0.0813469       0.0433161
0.214  1.933  0.109  52.1   0.186055         0.0662119       0.0221446
0.214  1.933  0.109  67.1   0.23605          0.0623707       0.0295458
0.215  1.934  0.109  82.2   0.0848842        0.0489663       0.0190631
0.215  1.934  0.109  97.2   0.242364         0.0483039       0.0154923
0.215  1.935  0.109  112.2  0.0945062        0.0274138       0.00954705
0.215  1.935  0.108  127.3  0.019659         0.0361875       0.0263334
0.215  1.936  0.108  142.4  0.00675909       0.0349228       0.0179578
0.215  1.936  0.108  157.4  0.0183063        0.0288399       0.0116173
0.215  1.936  0.108  172.5  -0.0214043       0.0291798       0.0124566
0.215  1.936  0.108  187.5  -0.0228287       0.0269158       0.0191285
0.215  1.936  0.108  202.6  0.00408424       0.0314803       0.0133995
0.215  1.936  0.108  217.6  -0.00447661      0.0368966       0.0130198
0.215  1.935  0.108  232.7  -0.0572686       0.0320551       0.0129117
0.215  1.935  0.109  247.8  -0.21008         0.0475805       0.0306401
0.215  1.934  0.109  262.8  -0.0329672       0.0330274       0.029105
0.215  1.934  0.109  277.8  -0.144034        0.0339109       0.021356
0.214  1.933  0.109  292.9  -0.255696        0.0628597       0.0916393
0.214  1.933  0.109  307.9  -0.276807        0.0662613       0.0342646
0.215  1.925  0.109  322.5  0.0770636        0.081154        0.0484996
0.216  1.904  0.108  337.3  0.065701         0.137354        0.0339866
0.215  1.908  0.153  37.9   0.211177         0.0755176       0.023159
0.215  1.934  0.154  52.1   0.130983         0.0420744       0.0123136
0.215  1.934  0.153  67.1   0.178005         0.0355262       0.0154048
0.215  1.934  0.153  82.1   0.0836077        0.0281007       0.0157618
0.215  1.935  0.153  97.2   0.0809655        0.0207344       0.00756039
0.215  1.935  0.153  112.2  0.069765         0.019721        0.00879116
0.215  1.936  0.153  127.3  0.0376706        0.0237337       0.0105441
0.215  1.936  0.153  142.3  -0.0260568       0.0186113       0.0072918
0.215  1.937  0.153  157.4  0.0216534        0.0187703       0.0109171
0.215  1.937  0.153  172.5  0.0227639        0.0179761       0.00834005
0.215  1.937  0.153  187.5  -0.00965323      0.019107        0.00965936
0.215  1.937  0.153  202.6  0.0193719        0.0199586       0.00567816
0.215  1.936  0.153  217.7  -0.0765586       0.0170742       0.00804221
0.215  1.936  0.153  232.7  -0.0312876       0.0214036       0.0243886
0.215  1.935  0.153  247.8  -0.0420139       0.0204599       0.0204525
0.215  1.935  0.153  262.8  -0.137853        0.024644        0.0259218
0.215  1.934  0.153  277.9  -0.112204        0.0274924       0.0300681
0.215  1.934  0.153  292.9  -0.240159        0.0385645       0.0247187
0.215  1.934  0.154  307.9  -0.211916        0.0455776       0.0332161
0.215  1.908  0.153  322.1  -0.336508        0.0724119       0.12849
0.215  1.933  0.204  52     0.19584          0.0285537       0.0158257
0.215  1.934  0.203  67     0.0930498        0.0287218       0.00635601
0.215  1.935  0.203  82.1   0.128787         0.0293834       0.00863882
0.215  1.935  0.203  97.1   0.0928426        0.0175342       0.0123581
0.215  1.936  0.203  112.2  0.0444375        0.0149614       0.00500536
0.215  1.936  0.203  127.3  0.0582462        0.0183949       0.00727264
0.215  1.936  0.203  142.3  0.0892799        0.0195538       0.00638343
0.215  1.937  0.203  157.4  0.0271867        0.0103534       0.00365518
0.215  1.937  0.203  172.5  -0.0368968       0.0125373       0.00432967
0.215  1.937  0.203  187.5  0.00532173       0.0112588       0.0083289
0.215  1.937  0.203  202.6  -0.0119995       0.0127568       0.00415163
0.215  1.936  0.203  217.7  -0.0339654       0.0114877       0.00561492
0.215  1.936  0.203  232.7  -0.0344683       0.0178137       0.00806448
0.215  1.936  0.203  247.8  -0.0304136       0.0188581       0.00796544
0.215  1.935  0.203  262.9  -0.0309326       0.0165735       0.00883573
0.215  1.935  0.203  277.9  -0.129122        0.0193729       0.0106982
0.215  1.934  0.203  293    -0.0735802       0.0266308       0.010057
0.215  1.933  0.204  308    -0.144583        0.0333425       0.0266278
0.215  1.934  0.262  51.8   0.11061          0.0209491       0.0217013
0.215  1.934  0.262  66.9   0.0787898        0.0177386       0.00701045
0.215  1.934  0.262  82     0.0651666        0.0125778       0.00916515
0.215  1.935  0.262  97.1   0.0186753        0.00998575      0.00268301
0.215  1.936  0.262  112.2  0.0124254        0.00903942      0.00435176
0.215  1.936  0.262  127.3  0.0158135        0.011331        0.00292911
0.215  1.936  0.262  142.3  0.0298519        0.010834        0.00400599
0.215  1.937  0.262  157.4  0.00662278       0.00871144      0.00080981
0.215  1.937  0.262  172.5  0.0051042        0.00665166      0.0041168
0.215  1.937  0.262  187.5  0.00878012       0.0120689       0.00896949
0.215  1.937  0.262  202.6  0.00365809       0.00692406      0.00221072
0.215  1.936  0.262  217.7  -0.00786425      0.00844675      0.00275877
0.215  1.936  0.262  232.7  -0.0172685       0.0108067       0.00684684
0.215  1.936  0.262  247.8  -0.0255003       0.0133528       0.00353595
0.215  1.935  0.262  262.9  -0.031367        0.0121709       0.0106288
0.215  1.934  0.262  278    -0.0309669       0.0118113       0.00575421
0.215  1.934  0.262  293.1  -0.0808604       0.0170316       0.0105592
0.215  1.934  0.262  308.2  -0.0629206       0.0238654       0.0460944
0.215  1.933  0.341  51.7   0.0563611        0.0154191       0.00863028
0.215  1.933  0.341  66.9   0.0452597        0.0116579       0.0126906
0.215  1.934  0.341  82     0.0240964        0.0102587       0.001512
0.215  1.935  0.34   97.1   0.0250297        0.00637313      0.00520807
0.215  1.935  0.34   112.2  0.0150202        0.00706442      0.00306487
0.215  1.936  0.34   127.3  0.025005         0.00667251      0.00553372
0.215  1.937  0.34   157.4  -0.00473233      0.00626965      0.00192845
0.215  1.937  0.34   172.5  0.00434514       0.00461504      0.00239685
0.215  1.937  0.34   187.5  0.0014527        0.00561265      0.00143956
0.215  1.937  0.34   202.6  -0.00622319      0.00512785      0.00169391
0.215  1.936  0.34   217.7  -0.000882309     0.00618549      0.00166159
0.215  1.936  0.34   232.7  0.00110342       0.00717191      0.00173366
0.215  1.935  0.34   247.8  -0.00106595      0.00678295      0.00265478
0.215  1.935  0.34   262.9  -0.0348482       0.00806886      0.00422885
0.215  1.934  0.341  278    -0.021401        0.00701646      0.00376568
0.215  1.933  0.341  293.1  -0.057016        0.0110577       0.00655162
0.215  1.933  0.341  308.3  -0.051185        0.0168217       0.0236119
0.215  1.932  0.447  51.7   0.034588         0.0081107       0.00359872
0.215  1.933  0.447  66.9   0.0297375        0.00837255      0.00327619
0.215  1.934  0.447  82     0.0151106        0.00762486      0.00265763
0.215  1.935  0.447  97.1   0.0182023        0.00493033      0.00169772
0.215  1.935  0.447  112.2  0.00640349       0.00420649      0.00291276
0.215  1.936  0.447  127.2  0.00250734       0.00679456      0.00175328
0.215  1.937  0.447  157.4  -0.00153774      0.00339204      0.00124235
0.215  1.937  0.447  187.5  0.00429208       0.00384599      0.00119872
0.215  1.937  0.447  202.6  -0.00843682      0.00472906      0.00395146
0.215  1.936  0.447  217.7  -0.0116462       0.0032334       0.00290776
0.215  1.936  0.447  232.8  -0.0023785       0.00431294      0.000994894
0.215  1.935  0.447  247.8  -0.00808945      0.00642652      0.0019297
0.215  1.935  0.447  262.9  -0.00954195      0.00562729      0.00229059
0.215  1.934  0.447  278    -0.0155363       0.00493389      0.00309104
0.215  1.933  0.447  293.1  -0.0317221       0.00618664      0.00225019
0.215  1.932  0.447  308.3  -0.0146134       0.00939224      0.0100621
0.215  1.923  0.608  36.9   0.0198221        0.00805595      0.00312869
0.215  1.93   0.604  51.7   0.0195351        0.00485028      0.00131791
0.215  1.932  0.604  66.9   0.0148449        0.0035708       0.00135059
0.215  1.933  0.604  82     0.00114211       0.00336899      0.00288117
0.215  1.934  0.604  97.1   0.00234554       0.00237899      0.00145061
0.215  1.935  0.604  112.2  0.00556598       0.0020172       0.000960566
0.215  1.936  0.604  127.2  0.00286217       0.00204156      0.00150434
0.215  1.936  0.604  142.3  -0.00784761      0.00350112      0.00916514
0.215  1.937  0.604  157.4  0.00618582       0.00317303      0.00127404
0.215  1.937  0.604  172.5  0.00369791       0.0163177       0.000230223
0.215  1.937  0.604  187.5  0.00405418       0.00158118      0.000277182
0.215  1.936  0.604  217.7  -0.00313392      0.00209788      0.00125179
0.215  1.936  0.604  232.8  -0.00193365      0.00245691      0.00151359
0.215  1.935  0.604  247.8  -0.00550165      0.0034164       0.00489061
0.215  1.934  0.604  262.9  -0.00578524      0.00334247      0.00134645
0.215  1.933  0.604  278    -0.00533807      0.00303217      0.000768503
0.215  1.932  0.604  293.1  -0.00524805      0.00344947      0.00131464
0.215  1.93   0.604  308.3  -0.0287287       0.00688996      0.00260685
0.215  1.923  0.608  323.1  -0.0179538       0.0105064       0.00174847
0.215  1.921  0.892  23     0.0185273        0.00782694      0.00185281
0.215  1.925  0.862  36.6   0.00120936       0.00283088      0.000450555
0.215  1.929  0.865  51.8   0.000917182      0.00153602      0.000640244
0.215  1.931  0.866  66.9   0.00377887       0.00187285      0.00089182
0.215  1.933  0.866  82     0.00116176       0.00155266      0.0010228
0.215  1.934  0.866  97.1   0.000942299      0.00268748      0.000626783
0.215  1.935  0.866  112.2  -0.00200231      0.00187734      0.00091621
0.215  1.936  0.866  127.2  0.000695957      0.00196818      0.00263036
0.215  1.937  0.865  202.6  0.00371937       0.00341023      0.0011967
0.215  1.937  0.866  217.7  -0.00160191      0.00305795      0.00186449
0.215  1.936  0.866  232.8  0.00319001       0.00226003      0.00168604
0.215  1.935  0.866  247.8  -0.00114653      0.00515474      0.000531692
0.215  1.934  0.866  262.9  -0.00543761      0.00186021      0.000668153
0.215  1.933  0.866  278    -0.00150967      0.00175145      0.000367313
0.215  1.931  0.866  293.1  -0.00151011      0.0011503       0.000752645
0.215  1.929  0.865  308.2  -0.000290217     0.00295337      0.00106388
0.215  1.925  0.862  323.4  -0.000265066     0.00321948      0.00163946
0.215  1.921  0.892  337    0.00431016       0.00508051      0.00579493
0.216  1.917  1.362  7.2    -0.00187747      0.00110504      0.000754401
0.216  1.92   1.371  21.9   0.000633964      0.000935566     0.0010032
0.215  1.927  1.382  51.8   0.00025808       0.000594895     0.000286033
0.215  1.931  1.384  66.9   0.00239492       0.000889085     0.000588946
0.215  1.933  1.384  82     0.000490332      0.00109412      0.000364513
0.215  1.934  1.384  97.1   0.0017365        0.000914943     0.000101255
0.215  1.934  1.384  262.9  0.00064934       0.00125291      0.000096876
0.215  1.933  1.384  278    0.000405478      0.000339767     0.000134417
0.215  1.931  1.384  293.1  -0.000498533     0.000735825     0.000263598
0.215  1.927  1.382  308.2  -0.000132367     0.000896788     0.000287159
0.216  1.924  1.378  323.2  -0.00118818      0.00122901      0.000317201
0.216  1.92   1.371  338.1  0.000302437      0.000776065     0.000215944
0.216  1.917  1.362  352.8  -0.0000996003    0.00121991      0.0101617
0.243  1.843  0.11   7.4    0.113807         0.0417319       0.0190203
0.244  1.843  0.11   22.3   0.110345         0.0393848       0.0127728
0.244  1.844  0.11   37.3   0.142627         0.0302179       0.0231626
0.244  1.844  0.11   52.2   0.116377         0.0452101       0.0165017
0.244  1.845  0.109  67.2   0.0402719        0.0329678       0.015668
0.244  1.846  0.109  82.2   0.135508         0.0373904       0.0151418
0.244  1.847  0.109  97.2   0.0947088        0.0262539       0.0141937
0.244  1.847  0.109  112.3  0.070054         0.0173262       0.00788366
0.244  1.848  0.109  127.3  0.044189         0.0175577       0.0161401
0.244  1.849  0.109  142.3  0.0193975        0.0158211       0.00507133
0.244  1.849  0.109  157.4  0.0300343        0.016711        0.00707762
0.244  1.85   0.109  172.5  0.0369703        0.0124077       0.00233661
0.244  1.85   0.109  187.5  -0.0145562       0.0118538       0.00252796
0.244  1.849  0.109  202.6  -0.0117475       0.0132127       0.00629212
0.244  1.849  0.109  217.7  -0.0228959       0.0117304       0.0237946
0.244  1.847  0.109  247.7  -0.0180369       0.0148972       0.0275828
0.244  1.847  0.109  262.8  -0.0173817       0.015929        0.00675796
0.244  1.846  0.109  277.8  -0.0602321       0.0309258       0.0222815
0.244  1.845  0.109  292.8  -0.0928631       0.0456448       0.034271
0.244  1.844  0.11   307.8  -0.052672        0.0365316       0.0199832
0.244  1.844  0.11   322.7  -0.153102        0.0341998       0.0121074
0.244  1.843  0.11   337.7  -0.0864347       0.0317168       0.00874018
0.243  1.843  0.11   352.6  0.0330238        0.0345964       0.0126504
0.244  1.844  0.155  7.4    -0.0433368       0.0316021       0.0368494
0.244  1.845  0.154  37.2   0.113025         0.0232696       0.0160859
0.244  1.846  0.154  52.1   0.142636         0.0212569       0.012125
0.244  1.846  0.154  67.1   0.135567         0.0189197       0.0176983
0.244  1.847  0.153  82.1   0.11613          0.0300216       0.0254362
0.244  1.848  0.153  97.2   0.0739305        0.019407        0.00579976
0.244  1.848  0.153  112.2  0.0353468        0.0122942       0.00491452
0.244  1.849  0.153  127.3  0.046381         0.0104471       0.00367611
0.244  1.849  0.153  142.3  0.0215156        0.0120485       0.00389274
0.244  1.85   0.153  157.4  -0.00249206      0.00828255      0.00556779
0.244  1.85   0.153  187.5  -0.0218784       0.0140523       0.00462291
0.244  1.85   0.153  202.6  -0.00329079      0.0180193       0.00495575
0.244  1.849  0.153  217.7  0.00433415       0.00965647      0.0042503
0.244  1.849  0.153  232.7  -0.0279061       0.0142781       0.0100121
0.244  1.848  0.153  247.8  -0.0233818       0.0139835       0.00400083
0.244  1.848  0.153  262.8  -0.107281        0.0181697       0.010249
0.244  1.847  0.153  277.9  -0.0523727       0.0179419       0.0171594
0.244  1.846  0.154  292.9  -0.0960137       0.0185714       0.00669786
0.244  1.846  0.154  307.9  -0.155363        0.0293939       0.0275579
0.244  1.845  0.154  322.8  -0.0786783       0.0244845       0.0126785
0.244  1.845  0.155  337.7  -0.0760547       0.0247296       0.0130451
0.244  1.844  0.155  352.6  0.00185281       0.0284525       0.0153623
0.244  1.845  0.205  7.4    0.0327047        0.0339929       0.0176437
0.244  1.845  0.205  22.1   0.0770764        0.0301886       0.0124805
0.244  1.846  0.204  37     0.0685952        0.0169383       0.00778637
0.244  1.846  0.204  52     0.0774612        0.0149719       0.00917196
0.244  1.847  0.204  67.1   0.111438         0.0172823       0.0146537
0.244  1.847  0.203  82.1   0.0438484        0.0195846       0.0130219
0.244  1.848  0.203  97.1   0.0406748        0.0152999       0.0182348
0.244  1.849  0.203  112.2  0.0381452        0.0121641       0.00783172
0.244  1.849  0.203  127.3  0.0023405        0.0124575       0.00395478
0.244  1.85   0.203  157.4  -0.0122195       0.0120478       0.00292989
0.244  1.85   0.203  172.5  0.00512239       0.00757379      0.00372554
0.244  1.85   0.203  187.5  -0.0389657       0.0162476       0.0108534
