id = 163
editor = MH

collaboration = CLAS
process = ep2epgamma
exptype = fixed target
year = 2018
reference = arxiv.org/pdf/1810.02110

### Scattering Process

frame = Trento

in1energy = 5.88
in1particle = em
in1energyunit = GeV
in1polarizationvector = L
in1polarization = 1

in2particle = p

out1particle = em
out2particle = p
out3particle = gamma


### Observable
# XLU


y1name = XLU
y1namelong = Beam Helicity dependent Cross Section
y1unit = nb/GeV^4
y1value = column5
y1errorstatistic = column6
y1errorsystematic = column7


### x-axes

x1name = xB
x1unit = 1
x1value = column1

x2name = Q2
x2unit = GeV^2
x2value = column2

x3name = tm
x3unit = GeV^2
x3value = column3

x4name = phi 
x4unit = deg
x4value = column4

### Data
#
# CLAS 2018 XLU
#
#  xB      Q2    -t  phi     XLU             stat            syst
######################################################################
0.155  1.427  0.34   217.7  -0.0195612       0.0152338       0.005669
0.155  1.427  0.34   232.8  -0.0084165       0.0203103       0.00420658
0.155  1.427  0.34   247.8  -0.045437        0.0174496       0.00968929
0.155  1.426  0.34   262.9  -0.0469692       0.0195242       0.00643544
0.155  1.426  0.34   278    -0.0512396       0.0191421       0.00996834
0.155  1.426  0.34   293.1  -0.191863        0.0257655       0.0162147
0.155  1.426  0.34   308.3  -0.0723036       0.0411354       1.75595
0.156  1.426  0.446  51.7   0.0653437        0.018733        0.00593482
0.156  1.426  0.447  66.9   0.042112         0.0165142       0.00415859
0.156  1.426  0.447  82     0.0100561        0.0126375       0.010716
0.155  1.427  0.447  97.1   0.0204472        0.00982992      0.00396167
0.155  1.427  0.446  112.2  0.021211         0.00969916      0.00501315
0.155  1.427  0.446  127.2  0.00748825       0.0111737       0.00338321
0.155  1.427  0.446  142.3  -0.0268216       0.0112313       0.00211303
0.155  1.427  0.446  157.4  -0.0142477       0.0062627       0.00276696
0.155  1.427  0.446  172.5  0.0131595        0.0064342       0.00266181
0.155  1.427  0.446  187.5  -0.0169241       0.00967181      0.00696505
0.155  1.427  0.446  202.6  -0.00771619      0.00721821      0.00308415
0.155  1.427  0.446  217.7  -0.0181844       0.00513379      0.00243297
0.155  1.427  0.446  232.8  -0.00138279      0.00807217      0.00587235
0.155  1.427  0.446  247.8  -0.014625        0.00976563      0.00233086
0.155  1.427  0.447  262.9  -0.0519377       0.0127057       0.00453972
0.156  1.426  0.447  278    -0.0434562       0.0135963       0.0050888
0.156  1.426  0.447  293.1  -0.0395203       0.0171941       0.00838157
0.156  1.426  0.446  308.3  -0.0461819       0.0220897       0.0379029
0.156  1.426  0.602  36.7   0.0514833        0.0151793       0.00392033
0.156  1.426  0.603  51.8   0.0259446        0.00914795      0.00688822
0.156  1.426  0.604  66.9   0.0333297        0.00944394      0.00504004
0.156  1.427  0.604  82     0.0287758        0.0082449       0.00410079
0.156  1.427  0.604  97.1   0.00229602       0.00599887      0.00218762
0.156  1.427  0.604  112.2  -0.00325578      0.00453815      0.00274515
0.156  1.427  0.603  127.2  0.0038592        0.00681501      0.00462767
0.156  1.428  0.603  142.3  0.0124825        0.00704505      0.00635456
0.156  1.428  0.603  157.4  -0.00173259      0.00316575      0.00251709
0.156  1.428  0.603  172.5  0.00124826       0.00495611      0.00322036
0.156  1.428  0.603  187.5  -0.00203416      0.00717349      0.00196129
0.156  1.428  0.603  202.6  -0.00873279      0.00449384      0.0012582
0.156  1.428  0.603  217.7  -0.00495994      0.00470612      0.00245137
0.156  1.427  0.603  232.8  -0.0158154       0.00555526      0.00356807
0.156  1.427  0.604  247.8  -0.00550281      0.00680853      0.00208469
0.156  1.427  0.604  262.9  -0.00782497      0.00526897      0.00171417
0.156  1.427  0.604  278    -0.0214525       0.00685806      0.00173238
0.156  1.426  0.604  293.1  -0.016872        0.0116785       0.00653108
0.156  1.426  0.603  308.2  -0.00773928      0.0120506       0.0105473
0.156  1.426  0.602  323.3  0.0336735        0.0153191       0.0289728
0.156  1.422  0.869  7.5    -0.0048938       0.0112668       0.00215133
0.156  1.426  0.858  21.9   0.0148314        0.00936378      0.00258946
0.156  1.426  0.862  36.8   0.00922946       0.00458331      0.000981127
0.156  1.426  0.864  51.8   -0.00524373      0.00340659      0.00174095
0.156  1.427  0.864  66.9   0.00630388       0.00495119      0.00330999
0.156  1.427  0.865  82     0.0104973        0.00387714      0.00169178
0.156  1.427  0.865  97.1   0.00463145       0.00317142      0.00044575
0.156  1.428  0.865  112.2  0.00121832       0.0014437       0.00121979
0.156  1.428  0.864  127.2  0.00478182       0.00297984      0.00140833
0.156  1.428  0.864  142.3  0.00438166       0.003361        0.00464277
0.155  1.428  0.864  172.5  -0.00828712      0.00511267      0.0017116
0.155  1.428  0.864  202.6  -0.0120749       0.00528473      0.00321165
0.156  1.428  0.864  217.7  -0.00452621      0.00298704      0.000842502
0.156  1.428  0.864  232.8  0.00407663       0.00219447      0.00107457
0.156  1.428  0.865  247.8  0.00118513       0.00205371      0.00116899
0.156  1.427  0.865  262.9  0.00348928       0.00303665      0.000777669
0.156  1.427  0.865  278    0.00115609       0.00252268      0.00137676
0.156  1.427  0.864  293.1  -0.000960557     0.00314674      0.00308394
0.156  1.426  0.864  308.2  -0.000556391     0.00394763      0.00289903
0.156  1.426  0.862  323.2  -0.00800777      0.00556719      0.00273279
0.156  1.426  0.858  338.1  0.00358248       0.00636436      0.00442764
0.156  1.422  0.869  352.5  0.00472929       0.00816894      0.000479027
0.156  1.424  1.382  7.3    0.000236513      0.00202358      0.00131945
0.156  1.425  1.381  22     0.00258911       0.00171052      0.000555409
0.156  1.426  1.381  36.9   -0.00117154      0.00159005      0.000554091
0.156  1.426  1.38   51.9   -0.000310106     0.000969358     0.000566351
0.156  1.427  1.38   66.9   -0.000613044     0.00115651      0.000635054
0.156  1.428  1.38   82     -0.00288718      0.0028358       0.00109526
0.156  1.428  1.379  97     0.000741455      0.00175353      0.000437842
0.156  1.428  1.379  247.9  -0.00534491      0.00293571      0.00043758
0.156  1.428  1.379  263    -0.00128042      0.00105651      0.000262699
0.156  1.428  1.38   278    -0.000519826     0.00079265      0.000143304
0.156  1.427  1.38   293.1  -0.000410969     0.00080776      0.000262493
0.156  1.426  1.381  323.1  -0.00188415      0.00179643      0.000444232
0.156  1.425  1.381  338    -0.00299348      0.00142238      0.000749338
0.156  1.424  1.382  352.7  -0.000180818     0.0018406       0.047599
0.184  1.484  0.109  7.5    0.119001         0.177636        0.311072
0.184  1.483  0.109  22.3   0.328899         0.13336         0.034621
0.184  1.484  0.109  37.1   0.741453         0.0987945       0.0700476
0.184  1.485  0.109  52.1   0.507061         0.0935631       0.0453536
0.184  1.486  0.109  67.1   0.311126         0.0898126       0.168404
0.184  1.486  0.109  82.1   0.196226         0.0806804       0.0408217
0.184  1.487  0.108  97.2   0.353709         0.081279        0.0529996
0.184  1.487  0.108  112.2  0.322134         0.0738354       0.0538302
0.184  1.487  0.108  127.3  0.482898         0.0915736       0.0301921
0.184  1.487  0.108  142.3  0.155029         0.0819544       0.0258602
0.184  1.487  0.108  157.4  0.157724         0.0473952       0.0162829
0.184  1.487  0.108  172.5  -0.236031        0.0899131       0.0347316
0.184  1.487  0.108  187.5  -0.034872        0.0704374       0.0470753
0.184  1.487  0.108  202.6  -0.156683        0.043712        0.0269491
0.184  1.487  0.108  232.7  0.0784408        0.0554811       0.0316584
0.184  1.487  0.108  247.8  -0.23925         0.0680578       0.0281836
0.184  1.487  0.108  262.8  -0.0983019       0.0521005       0.0366354
0.184  1.486  0.109  277.9  -0.229883        0.0702466       0.0372899
0.184  1.486  0.109  292.9  -0.575003        0.0978123       0.167342
0.184  1.485  0.109  307.9  -0.308173        0.10049         0.0913116
0.184  1.484  0.109  322.9  -0.226511        0.0830663       0.0575743
0.184  1.483  0.109  337.7  -0.298323        0.142114        0.0628746
0.186  1.487  0.152  22.8   0.279858         0.184735        0.049335
0.184  1.485  0.154  37     0.222859         0.0559635       0.0224677
0.184  1.486  0.154  52     0.117076         0.0469564       0.033066
0.184  1.486  0.153  67     0.282598         0.0537529       0.0515323
0.184  1.487  0.153  82.1   0.152936         0.0407194       0.0212803
0.184  1.487  0.153  97.1   0.193241         0.0370253       0.0334003
0.184  1.488  0.153  112.2  0.118042         0.0274302       0.00906835
0.184  1.488  0.153  127.3  0.0376269        0.0351507       0.0218172
0.184  1.488  0.153  142.3  0.09535          0.0368387       0.0240774
0.184  1.488  0.153  157.4  -0.01961         0.0290501       0.00662044
0.184  1.488  0.153  172.5  0.0743927        0.030323        0.0199882
0.184  1.488  0.153  187.5  0.14396          0.0537756       0.0234017
0.184  1.488  0.153  202.6  -0.00464568      0.0313637       0.00964947
0.184  1.488  0.153  217.7  -0.0716192       0.0248521       0.00980885
0.184  1.488  0.153  232.7  -0.109277        0.0489913       0.0264607
0.184  1.488  0.153  247.8  -0.159705        0.0360008       0.0158918
0.184  1.487  0.153  262.9  -0.119871        0.042394        0.026851
0.184  1.487  0.153  277.9  -0.198097        0.0389542       0.0294665
0.184  1.486  0.153  293    -0.204063        0.0652208       0.0400348
0.184  1.486  0.154  308    -0.359301        0.0621659       0.0326355
0.184  1.485  0.154  323    -0.247745        0.0645154       0.0578676
0.186  1.487  0.152  337.2  0.0610187        0.147656        0.101793
0.184  1.485  0.204  37     0.393178         0.0665195       0.0258523
0.184  1.486  0.204  51.9   0.332541         0.0503608       0.0419294
0.184  1.487  0.203  67     0.161411         0.0474203       0.0222705
0.184  1.487  0.203  82     0.136591         0.0295071       0.0131574
0.184  1.488  0.203  97.1   0.0613721        0.0260922       0.0145691
0.184  1.488  0.203  112.2  0.0235099        0.020023        0.00986939
0.184  1.488  0.203  127.2  -0.00595932      0.0378972       0.0171623
0.184  1.488  0.203  142.3  0.0357394        0.0336234       0.00627342
0.184  1.488  0.203  157.4  0.0560572        0.0225099       0.0138269
0.184  1.489  0.203  172.5  0.058939         0.0247056       0.00978687
0.184  1.489  0.203  187.5  -0.0527361       0.0315724       0.0105144
0.184  1.488  0.203  202.6  -0.0271358       0.0188488       0.00860758
0.184  1.488  0.203  217.7  -0.0602667       0.0158284       0.00485774
0.184  1.488  0.203  232.8  -0.0444763       0.0232553       0.0183528
0.184  1.488  0.203  247.8  -0.134472        0.0281701       0.0124175
0.184  1.488  0.203  262.9  -0.0609948       0.0269711       0.00703763
0.184  1.487  0.203  278    -0.148117        0.0363261       0.0170239
0.184  1.487  0.203  293    -0.224194        0.0393654       0.0236624
0.184  1.486  0.204  308.1  -0.31611         0.0691443       0.0746757
0.184  1.485  0.204  323    -0.378973        0.0699338       0.0516148
0.185  1.486  0.263  37.1   0.256898         0.0533704       0.0160727
0.184  1.486  0.262  51.8   0.121232         0.0355148       0.0117038
0.184  1.487  0.262  66.9   0.0237963        0.0240426       0.00812059
0.184  1.488  0.262  82     0.107303         0.0245079       0.019057
0.184  1.488  0.262  97.1   0.049328         0.0191485       0.01239
0.184  1.488  0.262  112.2  0.0262785        0.0138006       0.00616563
0.184  1.488  0.262  127.2  0.0554962        0.024042        0.0216324
0.184  1.489  0.262  142.3  0.0334698        0.0178951       0.0220856
0.184  1.489  0.262  157.4  -0.0100611       0.0135223       0.00744816
0.184  1.489  0.262  172.5  0.0230731        0.0145082       0.013062
0.184  1.489  0.262  187.5  -0.0272762       0.0350417       0.00720675
0.184  1.489  0.262  202.6  -0.0294886       0.0172876       0.00652909
0.184  1.489  0.262  217.7  -0.0336789       0.0143365       0.00461146
0.184  1.488  0.262  232.8  -0.0227756       0.0175288       0.00937625
0.184  1.488  0.262  247.8  -0.029279        0.0204532       0.00460707
0.184  1.488  0.262  262.9  -0.0232072       0.0170011       0.0073333
0.184  1.488  0.262  278    -0.0190095       0.0177835       0.00894847
0.184  1.487  0.262  293.1  -0.0362463       0.0266751       0.0110904
0.184  1.486  0.262  308.2  -0.217545        0.0394059       0.0162387
0.185  1.486  0.263  322.9  -0.196224        0.0527604       2.78583
0.185  1.486  0.342  37     0.261375         0.0477819       0.0160346
0.184  1.487  0.341  51.7   0.0443498        0.0205232       0.00917541
0.184  1.487  0.341  66.8   0.0916816        0.0238777       0.00922712
0.184  1.488  0.341  82     0.0465882        0.0198963       0.00384148
0.184  1.488  0.34   97.1   0.0110924        0.0131166       0.00476773
0.184  1.489  0.34   112.1  0.0120553        0.0105625       0.00940996
0.184  1.489  0.34   127.2  0.0306997        0.011789        0.00785534
0.184  1.489  0.34   142.3  0.0269287        0.0188225       0.00570714
0.184  1.489  0.34   157.4  0.0176222        0.0115627       0.00508163
0.184  1.489  0.34   172.5  0.0151972        0.0131249       0.0048588
0.184  1.489  0.34   187.5  -0.00802655      0.0196948       0.00380224
0.184  1.489  0.34   202.6  -0.010896        0.0145962       0.00509121
0.184  1.489  0.34   217.7  -0.0270735       0.0118653       0.00751926
0.184  1.489  0.34   232.8  -0.0170602       0.00971203      0.00755148
0.184  1.489  0.34   247.9  -0.0273128       0.0113775       0.00752346
0.184  1.488  0.34   262.9  -0.054412        0.0173984       0.00412537
0.184  1.488  0.341  278    -0.0459535       0.0209558       0.00784132
0.184  1.487  0.341  293.2  -0.0281564       0.0182398       0.00380625
0.184  1.487  0.341  308.3  -0.120062        0.0297111       0.0198343
0.185  1.486  0.342  323    -0.155941        0.0531925       0.0281024
0.185  1.486  0.449  36.6   0.087108         0.0272597       0.00643791
0.184  1.487  0.448  51.6   0.0263773        0.0124311       0.00297465
0.184  1.488  0.447  66.8   0.0382079        0.0144559       0.00787249
0.184  1.488  0.447  81.9   0.0188517        0.0221552       0.0131205
0.184  1.488  0.447  97     0.0186618        0.00963466      0.00193797
0.184  1.489  0.447  112.1  -0.00518481      0.00599327      0.0032094
0.184  1.489  0.447  127.2  0.0404476        0.00734085      0.00630959
0.184  1.489  0.447  142.3  -0.0107812       0.0109405       0.00517682
0.184  1.489  0.447  157.4  -0.00789094      0.0157123       0.000460117
0.184  1.489  0.447  172.5  -0.018593        0.0284283       0.00154002
0.184  1.489  0.447  187.5  -0.0570812       0.11752         0.0660454
0.184  1.489  0.447  202.6  -0.028567        0.0134519       0.00749097
0.184  1.489  0.447  217.7  -0.00563988      0.00758238      0.0040752
0.184  1.489  0.447  232.8  -0.0278789       0.0101677       0.0118343
0.184  1.489  0.447  247.9  -0.0124146       0.00900645      0.00702939
0.184  1.488  0.447  263    -0.0118802       0.00962816      0.00459048
0.184  1.488  0.447  278.1  -0.044895        0.0123968       0.0041741
0.184  1.488  0.447  293.2  -0.0140329       0.0118209       0.00695927
0.184  1.487  0.448  308.4  -0.0738467       0.0200044       0.00870068
0.185  1.486  0.449  323.4  -0.06108         0.0283849       0.0392408
0.185  1.487  0.604  36.4   0.0266396        0.0124834       0.00554569
0.185  1.487  0.605  51.6   0.0354707        0.00895082      0.00414357
0.185  1.488  0.605  66.8   0.00413882       0.00831694      0.00732397
0.185  1.488  0.604  81.9   0.0226415        0.00714073      0.0045313
0.185  1.489  0.604  97     0.0118737        0.00503842      0.00338788
0.185  1.489  0.604  112.1  0.00159174       0.00614921      0.00173668
0.185  1.489  0.604  127.2  0.00507502       0.00681117      0.00287925
0.185  1.489  0.604  232.8  0.00558761       0.011952        0.00365879
0.185  1.489  0.604  247.9  -0.00337286      0.0113365       0.00170219
0.185  1.489  0.604  263    -0.00637814      0.00515984      0.00118104
0.185  1.488  0.604  278.1  -0.0106856       0.00664919      0.00373779
0.185  1.488  0.605  293.2  -0.01469         0.00866874      0.00368397
0.185  1.487  0.605  308.4  -0.048875        0.0130435       0.00371267
0.185  1.487  0.604  323.6  -0.0395558       0.0150318       0.0325861
0.185  1.484  0.875  22.2   0.00549052       0.011649        0.00231986
0.185  1.487  0.864  36.5   0.0161971        0.00545476      0.00296004
0.185  1.488  0.866  51.6   -0.00137876      0.00497557      0.00159236
0.185  1.488  0.866  66.8   -0.00376044      0.00351457      0.000841855
0.185  1.489  0.866  81.9   -0.00788638      0.00459467      0.00556
0.185  1.489  0.866  97     -0.00589158      0.00586287      0.000435818
0.184  1.489  0.865  112.1  0.0040231        0.0034112       0.00169495
0.185  1.49   0.865  187.5  -0.00621346      0.0102468       0.000362304
0.184  1.489  0.865  247.9  0.0353135        0.0311351       0.00512021
0.185  1.489  0.866  263    0.00190524       0.00725331      0.000993027
0.185  1.489  0.866  278.1  0.00206614       0.0023931       0.00115887
0.185  1.488  0.866  293.2  -0.00253774      0.00269686      0.00140945
0.185  1.488  0.866  308.4  -0.00385002      0.00688407      0.000709622
0.185  1.487  0.864  323.5  -0.00623218      0.0063943       0.00203487
0.185  1.484  0.875  337.8  -0.0107109       0.00861418      0.00481895
0.186  1.485  1.38   7.1    -0.00491042      0.00310429      0.000674361
0.185  1.486  1.381  21.7   0.000661017      0.00247879      0.00242798
0.185  1.487  1.382  36.6   -0.00123413      0.00230512      0.000175783
